,Status,Entity_Name,Current_Stage,Region,Regional_Company,Incorporated_Company,Project_Level,Format_1,Format_2,Investment,Project_Obtain,Total_Investment,WFCZ_Amount,QYRZ_Amount,ZFCZ_Amount,XMRZ_Amount,QTZJLY_Amount,WS_HTGM,WS_JQGM,WS_JQZTGM,WS_JQTZ,WS_XYSJ,GS_HTGM,GS_JQGM,GS_JQZTGM,GS_JQTZ,GS_YJGDGQBL,GS_XYSJ,GW_HTGM,GW_JQGM,GW_JQZTGM,GW_JQTZ,GW_KYXFWF,GW_JCQYFWFDJ,GW_YWFWFDJ,WN_HTGM,WN_JQGM,WN_JQZTGM,WN_JQTZ,WN_XYNJ,ZSS_HTGM,ZSS_JQGM,ZSS_JQZTGM,ZSS_JQTZ,ZSS_XYSJ,Other_GM,Clue,Time_YXXSJH,Time_LXJH,Time_FACHJH,Time_TBJH,Time_ZSPSJH,Time_HTQYJH,Time_YXXSSJWC,Time_LXSJWC,Time_FACHSJWC,Time_TBSJWC,Time_ZSPSSJWC,Time_HTQYSJWC,TZZT,TZZT_Description,Increment_Type,LHTQTR,ZCZBJBL,Total_CGB,QTZ,XMZYZJ,YN_JJTZ,HHJJ_CGBL,BEWG_CGBL,Time_ZB,Time_QY,Amount_TZ_Q1,Amount_TZ_Q2,Amount_TZ_Q3,Amount_TZ_Q4,Amount_TZ_Total,YJJNZCZBJ_M1,YJJNZCZBJ_M2,YJJNZCZBJ_M3,YJJNZCZBJ_M4,YJJNZCZBJ_M5,YJJNZCZBJ_M6,YJJNZCZBJ_M7,YJJNZCZBJ_M8,YJJNZCZBJ_M9,YJJNZCZBJ_M10,YJJNZCZBJ_M11,YJJNZCZBJ_M12,YJJNZCZBJ_Total,ZRKZFJH_M1,ZRKZFJH_M2,ZRKZFJH_M3,ZRKZFJH_M4,ZRKZFJH_M5,ZRKZFJH_M6,ZRKZFJH_M7,ZRKZFJH_M8,ZRKZFJH_M9,ZRKZFJH_M10,ZRKZFJH_M11,ZRKZFJH_M12,ZRKZFJH_Total,Amount_BZJ,ZFZTDW,Time_YJZF,Time_YJHS,Amount_CZKS_Total,JSQFKKS_Q1,JSQFKKS_Q2,JSQFKKS_Q3,JSQFKKS_Q4,JSQFKKS_Total,JSQFKZJLY_TotalAmount,JSQFKZJLY_WFCZ,JSQFKZJLY_QYRZ,JSQFKZJLY_ZFCZ,JSQFKZJLY_XMJK,JSQFKZJLY_QT,GZKZJLY_TotalAmount,GZKZJLY_WFCZ,GZKZJLY_QYRZ,GZKZJLY_ZFCZ,GZKZJLY_XMJK,GZKZJLY_QT,Time_GCKG,Time_WGYS,Time_ZSY,Amount_TPNKXMZTZ,Amount_YLFZB,TXJYQ,HTBDGM,Price_DS,Cost_DS,Amount_QTFDS_Revenue,Amount_QTFDS_Cost,Projects_Launched_Year,Entity_Investment,TXKZJLY_TotalAmount,TXKZJLY_WFCZ,TXKZJLY_QYRZ,TXKZJLY_ZFCZ,TXKZJLY_XMJK,TXKZJLY_QT,BG_Amount,YN_ZRQHPT,YN_QZC,WN_HTSR,GLHT_DWQC,GLHT_CGBL,Heavy_Asset_Investment_Model,Classification_of_Heavy_Assets,Light_Asset_Investment_Model,Light_Asset_Business_Model,Secondary_Service_Model,Secondary_Product_Model,Model_Description,Construction_Type,RENEWAL,CON_SIZE,REC_SIZE,ROE,ANN_CONT_REV,OPE_PERIOD,PRP_SOURCE,Year,Scenario
20,否,增城排水公司合资合作项目,6项目签约,南部大区,广佛区域公司,,A,排水管网,",,",,已终止,0,0,0,510,0,0,0,0,0,1000,0,,,,,,,704,704,,0,0,0,5.89,,,,,,,,,,,无,,,,,,2023-07-14 00:00:00,,,2023-03-06 00:00:00,,,,,,,非投标增量,,,,0,0,,,,,,5.25,5.25,5.25,5.25,21,147,147,147,49,0,0,0,0,0,0,0,0,490,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,否,YXCSH2023115,,,,,,,,,是,,,,OM,,OM,服务,委托运营,,由排水公司委托双方成立的合资公司运维,,,,,,,8,,2023,Q3
21,计划,唐河县自来水公司委托运营项目,7已签约,东部大区,南阳区域公司,,C,供水,"水司(主营业务),,",,已签约,0,,,,,,,,,,,13.5,13.5,0,,,,,,,,,,,,,,,,,,,,,,XS2023111400427,2023-11-26 00:00:00,2023-12-01 00:00:00,2023-12-05 00:00:00,,2023-12-19 00:00:00,2024-01-05 00:00:00,2023-11-26 00:00:00,2023-12-01 00:00:00,2023-12-05 00:00:00,,2023-12-19 00:00:00,2024-01-05 00:00:00,,,非投标增量,,,,70,0,,,,,2024-01-05 00:00:00,20,10,10.5,0,40.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,是,YXXS2023111400427,,,,,,,,,是,,,,,,OM,服务,委托运营,,,,,,,,,5,,2023,Q3
22,否,陕西咸阳泾阳县泾阳冠业项目,1市场阶段,东部大区,西安区域公司,,C,污水,",,市政污水处理, 市政污水处理",,已暂停,0,,,,,,3.5,3.5,3.5,,,0,0,0,,,,0,0,,,,,,0,0,0,,,0,0,,,,0,,2023-05-31 00:00:00,2024-06-30 00:00:00,2024-08-26 00:00:00,2024-10-23 00:00:00,2024-12-08 00:00:00,2024-12-30 00:00:00,2023-05-31 00:00:00,,,2024-06-30 00:00:00,,,,,投标增量,,,,0,0,,,,2024-06-30 00:00:00,2024-12-30 00:00:00,2,2,3,3.5,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,否,YXCSH2023260,0,0,0,0,0,0,,,是,,,,TOT,3类-空白区域,OM,服务,委托运营,,,,,,,,,3,,2023,Q3
23,否,陕西省西安市阎良区城东污水处理厂委托运营项目,1市场阶段,东部大区,西安区域公司,,C,污水,",,市政污水处理",,已终止,0,,,,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,XS2023111700474,2023-10-20 00:00:00,2023-11-13 00:00:00,2024-01-09 00:00:00,2024-03-07 00:00:00,2024-03-01 00:00:00,2024-04-14 00:00:00,2023-11-27 18:01:30,,,2024-06-30 00:00:00,,,,,投标增量,,,,0,0,,,,2024-06-30 00:00:00,2024-04-14 00:00:00,3,1,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,否,YXXS2023111700474,,,,,,,,,是,,,,,,OM,服务,委托运营,,,,,,,,,2,,2023,Q3
24,否,汉中市水务集团供水股权合作,2立项策划,东部大区,西安区域公司,,C,供水,"水司, 水司(主营业务),,",,已暂停,0,,,,,,0,0,0,,,30,30,0,,,,0,0,,,,,,0,0,0,,,0,0,,,,0,,2023-07-26 00:00:00,2024-07-30 00:00:00,2024-09-25 00:00:00,2024-11-22 00:00:00,2024-11-30 00:00:00,2024-12-30 00:00:00,2023-07-26 00:00:00,,,2024-12-25 00:00:00,,,,,投标增量,,,,0,0,,,,2024-12-25 00:00:00,2024-12-30 00:00:00,10,10,10,10,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,否,YXCSH2023300,,,,,,,120000,,是,,,,并购,3类-空白区域,OM,服务,委托运营,,,,,,,,,7,,2023,Q3
25,否,西咸秦汉朝阳厂中水加压泵站委托运营项目,2立项策划,东部大区,西安区域公司,,C,污水,",,市政污水处理",,已暂停,0,,,,,,8,4,0,,,0,0,0,,,,0,0,,,,,,0,0,0,,,0,0,,,,0,,2023-07-26 00:00:00,2023-10-16 00:00:00,2024-09-30 00:00:00,2024-09-30 00:00:00,2024-11-25 00:00:00,2024-12-30 00:00:00,2023-07-26 00:00:00,,,,,,,,非投标增量,,,,0,0,,,,,2024-12-30 00:00:00,3,3,3,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,是,YXCSH2023299,,,,,,,,,是,,,,OM,,OM,服务,委托运营,,先期以泵站委托运营模式推进，同时策划拓展区域再生水委托运营事宜,,,,,,,5,,2023,Q3
26,否,新疆维吾尔自治区乌鲁木齐市水磨沟区食品产业园污水处理厂项目,1市场阶段,西部大区,新疆业务区,,C,污水,",,工业污水处理, 市政污水处理",,已终止,0,,,,,,0.75,0.75,0,,,,,,,,,,,,,,,,,,,,,,,,,,,XS2023111400429,2023-11-23 00:00:00,2024-05-31 00:00:00,2024-07-27 00:00:00,2024-09-23 00:00:00,2024-10-10 00:00:00,2024-10-31 00:00:00,2023-11-23 16:41:02,,,2024-05-01 00:00:00,,,,,投标增量,,,,0,0,,,,2024-05-01 00:00:00,2024-10-31 00:00:00,0.5,0.7,0.8,0.25,2.25,0,0,0,0,0,0,0,0,0,50,50,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,否,YXXS2023111400429,,,,,,,,,是,,,,,,OM,服务,委托运营,,,,,,,,,5,,2023,Q3
27,实际,昆山市北区污水厂尾水再利用同心河生态补水项目,2立项策划,东部大区,北京建工环境,北区污水处理厂,A+,污水,",,市政污水处理",,已完成（已签约）,0,0,0,0,0,0,5,5,0,,,,,,,,,,,,,,,,,,,,,5,5,,0,0.0466,不涉及,,2023-04-26 00:00:00,2024-07-10 00:00:00,2024-09-05 00:00:00,2024-11-02 00:00:00,2024-04-26 00:00:00,2024-12-10 00:00:00,2023-04-25 00:00:00,2023-04-25 00:00:00,2023-04-25 00:00:00,,2023-04-26 00:00:00,,北控中科成环保集团有限公司,不涉及,非投标增量,不涉及,48,0,0,0,否,0,0,,2024-12-10 00:00:00,5,5,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,不涉及,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2023-05-01 00:00:00,2023-05-01 00:00:00,2023-05-01 00:00:00,0,0,1,0,,0,0,0,是,YXCSH2023141,0,0,0,0,0,0,,,是,,,,OM,,OM,服务,委托运营,,委托运营政府投资的尾水泵站及加药设施,其他,,,,,,1,,2023,Q3
28,计划,贵州省遵义市新蒲新区中桥厂一体化设备委托运营项目,2立项策划,西部大区,贵阳区域公司,,C,污水,",,市政污水处理",,已终止,0,,,,,,0.2,0.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,XS2023111600459,2023-11-27 00:00:00,2024-05-07 00:00:00,2024-05-15 00:00:00,,2024-05-20 00:00:00,2024-05-31 00:00:00,2023-11-27 00:00:00,,,,,,,,非投标增量,,,,0,0,,,,,2024-05-31 00:00:00,0.24,0,0,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,否,YXXS2023111600459,,,,,,,,,是,,,,,,OM,服务,委托运营,,,,,,,,,1,,2023,Q3
29,计划,通许县城区污水处理二期特许经营项目,4中标策划,南部大区,长沙区域公司,,B,污水,",,市政污水处理, 市政污水处理",,已终止,0.31,1501.1,0,0,1594.32,0,1.5,2.9,2.9,3095.42,1.3,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,2023-11-01 00:00:00,2022-09-22 00:00:00,2023-10-31 00:00:00,2023-12-25 00:00:00,2023-12-20 00:00:00,2024-01-01 00:00:00,2023-11-01 00:00:00,2022-09-22 00:00:00,2023-10-31 00:00:00,2023-12-25 00:00:00,2023-12-20 00:00:00,,北控中科成环保集团有限公司,,投标增量,,30,100,6,6,否,,,2023-12-25 00:00:00,2024-01-01 00:00:00,2.18,2.18,2.18,2.18,8.72,1501.1,0,0,0,0,0,0,0,0,0,0,0,1501.1,1501.1,0,1594.32,0,0,0,0,0,0,0,0,0,3095.42,0,0,2023-11-23 00:00:00,,2000,0,0,500,1500,2000,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-01 00:00:00,2023-12-31 00:00:00,2024-03-31 00:00:00,,,,,,,,,是,YXCSH2023076,3095.42,1501.1,0,0,1594.32,0,,否,是,,,,ROT,1类-保履约,OM,服务,委托运营,,包括1.5万吨二期扩建及4万吨提标改造,,,,,,,3,,2023,Q3
30,否,济源华沁北电厂中水委托运营项目,2立项策划,东部大区,郑州业务区,,C,再生水,",销售经营类ToB,",,已暂停,0,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,4,2,,,,,,2023-11-01 00:00:00,2024-12-27 00:00:00,2025-05-30 00:00:00,,2025-09-30 00:00:00,2025-12-30 00:00:00,2023-11-01 00:00:00,,,,,,,,非投标增量,,,,7.5,7.5,,,,,2025-12-30 00:00:00,3,3,3,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,否,YXCSH2023121,,,,,,,,,是,,,,OM,,OM,服务,委托运营,,,,,,,,,5,,2023,Q3
31,否,济源钢铁中水委托运营项目,3方案策划,东部大区,郑州业务区,,B,再生水,",销售经营类ToB,",,已终止,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,,,,,,2023-11-01 00:00:00,2024-05-01 00:00:00,2024-05-15 00:00:00,,2024-06-27 00:00:00,2024-07-19 00:00:00,2023-11-01 00:00:00,,,,,,,,非投标增量,,,,15,0,,,,,2024-07-19 00:00:00,6,4,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,否,YXCSH2023044,,,,,,,,,是,,,,OM,,OM,服务,委托运营,,,,,,,,,5,,2023,Q3
32,否,河南省南阳市新野县军民渠污水处理厂委托运营,3方案策划,东部大区,南阳区域公司,,B,污水,",,市政污水处理",,已终止,0,0,0,0,0,0,2,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-11-01 00:00:00,2023-03-08 00:00:00,2024-02-06 00:00:00,2024-05-01 00:00:00,2024-06-05 00:00:00,2024-07-24 00:00:00,2023-11-01 00:00:00,2022-11-23 00:00:00,2023-04-28 00:00:00,2024-05-08 00:00:00,,,北控水务（中国）投资有限公司,无,投标增量,中国投,100,100,12,0,否,0,0,2024-05-08 00:00:00,2024-07-24 00:00:00,0,3,3,0,6,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,,不涉及,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,否,YXCSH2023083,0,0,0,0,0,0,,,是,,,,OM,,OM,服务,委托运营,,,,,,,,,5,,2023,Q3
33,否,新野县第一污水厂项目,2立项策划,东部大区,南阳区域公司,,C,污水,",,市政污水处理",,已暂停,0,,,,,,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-11-01 00:00:00,2024-01-30 00:00:00,2024-04-26 00:00:00,2024-09-16 00:00:00,2024-10-31 00:00:00,2024-12-27 00:00:00,2023-11-01 00:00:00,,,2024-10-31 00:00:00,,,,,投标增量,,,,12,13,,,,2024-10-31 00:00:00,2024-12-27 00:00:00,3,3,2,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,否,YXCSH2023104,,,,,,,,,是,,,,TOT,,OM,服务,委托运营,,,,,,,,,10,,2023,Q3
34,否,南阳市白河南污水处理厂二期工程特许经营项目,2立项策划,东部大区,南阳区域公司,,B,"排水管网, 污水",",,市政污水处理",,已暂停,0,,,,,,20,20,20,,,,,,,,,24,24,,,,,,,,,,,,,,,,,,2023-11-01 00:00:00,2024-02-07 00:00:00,2024-03-08 00:00:00,,2024-04-25 00:00:00,2024-05-31 00:00:00,2023-11-01 00:00:00,,,,,,,,非投标增量,,,,12,0,,,,,2024-05-31 00:00:00,20,20,10,10,60,0,0,0,0,2700,500,0,0,0,0,0,0,3200,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,否,YXCSH2023063,,,,,,,,,是,,,,平台合作,,OM,服务,委托运营,,双平台合作模式,,,,,,,3,,2023,Q3
35,计划,珠海市横琴深度合作区横琴水质净化厂项目,2立项策划,南部大区,珠海城市公司,,C,污水,",,市政污水处理, 市政污水处理",,已暂停,0,,,,,,40,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,无,,2023-09-30 00:00:00,2022-06-30 00:00:00,2024-09-26 00:00:00,2024-11-23 00:00:00,2024-12-15 00:00:00,2024-12-31 00:00:00,2023-09-30 00:00:00,2022-06-30 00:00:00,,2025-05-15 00:00:00,,,,,投标增量,,,,0,0,,,,2025-05-15 00:00:00,2024-12-31 00:00:00,7,7,8,8,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,否,YXCSH2023154,,,,,,,,,是,,,,EPCO,,EPCO,服务,"工程设计, 工程建设, 委托运营",,暂定EPCO模式,,,,,,,,,2023,Q3
36,否,临平净水厂委托运行服务项目,4中标策划,东部大区,杭湖区域公司,,C,污水,",,市政污水处理",,已终止,0,0,0,0,0,0,20,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-04 00:00:00,2023-09-07 00:00:00,2023-09-25 00:00:00,2023-12-13 00:00:00,2024-01-24 00:00:00,2024-01-31 00:00:00,,2023-09-07 00:00:00,2023-09-25 00:00:00,2023-12-13 00:00:00,,,北控水务（中国）投资有限公司,,投标增量,,0,0,0,0,否,,,2023-12-13 00:00:00,2024-01-31 00:00:00,30,30,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,北控水务（中国）投资有限公司,2023-12-12 00:00:00,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2023-08-24 00:00:00,2023-12-13 00:00:00,2023-12-31 00:00:00,,,,,,,,,是,YXCSH2023094,0,0,0,0,0,0,,是,是,,,,OM,,OM,服务,委托运营,,人员管理团队入驻,,,,,,,3,,2023,Q3
37,实际,新安县污水厂提标段OM项目,60,东部大区,洛阳区域公司,新安东区污水处理厂,B,污水,",,市政污水处理, 市政污水处理",,已完成（已签约）,0,0,0,0,0,0,4.15,4.15,0,0,0.31,0,0,0,,,,0,0,,,,,,0,0,0,,,0,0,,,0,0,,2023-04-25 00:00:00,2023-06-15 00:00:00,2023-07-13 00:00:00,,2023-08-24 00:00:00,2024-12-31 00:00:00,2023-04-26 00:00:00,2023-05-24 00:00:00,2023-06-15 00:00:00,2023-07-21 00:00:00,2023-08-17 00:00:00,2023-12-21 00:00:00,其他,新安县水务发展集团,非投标增量,,30,100,0,0,否,,,2023-07-21 00:00:00,2024-12-31 00:00:00,5,4,2,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-22 00:00:00,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-31 00:00:00,2024-02-29 00:00:00,2024-03-15 00:00:00,0,0,72,4.15,0.31,0.2,0,0,是,YXCSH2023164,200,200,0,0,0,0,,是,是,,,,OM,,OM,服务,委托运营,,提标工艺段委托运营,提标改造,,,,,,6,,2023,Q3
38,实际,伊川县再生水委托运营项目,60,东部大区,洛阳区域公司,,A+,再生水,",销售经营类ToB,",,已完成（已签约）,0,0,0,0,0,0,4,4,0,0,3,0,0,0,,,,0,0,,0,,,,,,,,0,4,4,,0,5,,,2023-04-25 00:00:00,2024-06-21 00:00:00,2024-09-28 00:00:00,2024-10-31 00:00:00,2023-12-21 00:00:00,2023-12-31 00:00:00,2023-05-06 00:00:00,2023-05-21 00:00:00,2023-05-23 00:00:00,2023-06-16 00:00:00,2023-06-28 00:00:00,2023-12-21 00:00:00,其他,伊川县产业投资发展有限公司,投标增量,,30,100,0,0,否,,,2023-06-16 00:00:00,2023-12-31 00:00:00,6,3,1.5,1.5,12,0,200,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-19 00:00:00,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2024-08-31 00:00:00,2025-11-12 00:00:00,2025-12-31 00:00:00,0,0,120,2.4,5,3,0,0,是,YXCSH2023101,0,0,0,0,0,0,,是,是,,,,OM,,OM,服务,委托运营,,委托运营,新建,,,,,,10,,2023,Q3
39,否,聊城市莘县第二污水处理 TOT项目,3方案策划,东部大区,聊城区域公司,,B,污水,",,市政污水处理, 市政污水处理, 工业污水处理",,已终止,0,22940,0,0,0,0,6,4,4,0,2.94,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,2023-04-23 00:00:00,2023-03-28 00:00:00,2024-06-20 00:00:00,2024-12-20 00:00:00,2025-01-30 00:00:00,2025-02-28 00:00:00,2023-04-26 00:00:00,2023-03-30 00:00:00,,2024-06-19 00:00:00,,,,,投标增量,,,,7,8,,,,2024-06-19 00:00:00,2025-02-28 00:00:00,6,6,6,0,18,0,100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,否,YXCSH2023142,,,,,,,,,是,,,,TOT,,OM,服务,委托运营,,0,,,,,,,8,,2023,Q3
40,实际,台州黄岩宁溪污水处理厂三期,6项目签约,东部大区,台州区域公司,台州黄岩北控环保有限公司,A+,污水,",,市政污水处理, 市政污水处理",,已完成（已签约）,0,,,,,,0.5,0.5,0,0,2.55,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,2023-05-12 00:00:00,2024-05-30 00:00:00,2024-07-26 00:00:00,2024-09-22 00:00:00,2024-10-30 00:00:00,2024-10-30 00:00:00,2023-05-12 00:00:00,2023-05-12 00:00:00,2023-05-12 00:00:00,2023-05-12 00:00:00,2023-05-12 00:00:00,2023-05-12 00:00:00,北控中科成环保集团有限公司,,投标增量,,,,0,0,,,0,2023-05-12 00:00:00,2024-10-30 00:00:00,0.2,0.6,0.7,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,是,YXCSH2023215,,,,,,,,,是,,,,OM,,OM,服务,委托运营,,委托运营,,,,,,,3,,2023,Q3
41,否,北京市大兴区安定镇农村管网运维项目,2立项策划,北部大区,北京业务区,,C,排水管网,",,",,执行中,0,,,,,,0,0,0,,,0,0,0,,,,70,70,,,,,,0,0,0,,,0,0,,,,0,,2023-06-29 00:00:00,,,,2024-05-31 00:00:00,,2023-06-29 00:00:00,,,,,,,,非投标增量,,,,0,0,,,,,,1,1.1,0,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,否,YXCSH2023292,,,,,,,,,是,,,,OM,,OM,服务,委托运营,,委托运营,,,,,,,3,,2023,Q3
42,实际,高新区第二污水处理厂,60,东部大区,临沂区域公司,,A+,污水,",,市政污水处理",,已完成（已签约）,0,0,0,0,0,0,6,3,0,0,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-31 00:00:00,2023-09-15 00:00:00,2023-10-11 00:00:00,2023-11-17 00:00:00,2023-12-29 00:00:00,,,,2023-10-11 00:00:00,2023-11-16 00:00:00,,北控水务（中国）投资有限公司,,投标增量,,100,100,0,0,否,,,2023-10-11 00:00:00,2023-12-29 00:00:00,4.5,4.5,4.5,4.5,18,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-10 00:00:00,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-31 00:00:00,2025-06-30 00:00:00,2025-09-01 00:00:00,0,0,,,,,0,0,是,YXCSH2023042,0,0,0,0,0,0,,否,是,,,,OM,,OM,服务,委托运营,,,新建,,,,,,30,,2023,Q3
43,计划,益海再生水回用项目,2立项策划,东部大区,北京建工环境,,C,污水,",销售经营类ToB,市政污水处理",,执行中,0,,,,,,0.5,0.15,0,,,,,,,,,,,,,,,,,,,,,0.5,0.15,,,,,,2023-11-01 00:00:00,2024-04-30 00:00:00,2024-06-26 00:00:00,,2024-12-15 00:00:00,2024-09-30 00:00:00,2023-11-01 00:00:00,,,,,,,,非投标增量,,,,20,25,,,,,2024-09-30 00:00:00,0.5,0.5,0.5,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,是,YXCSH2023048,,,,,,,,,是,,,,BOT,,OM,服务,委托运营,,,,,,,,,14,,2023,Q3
44,否,永州市零陵区鹿坪污水处理厂（一期）委托运营项目,3方案策划,南部大区,永州区域公司,,C,污水,",,市政污水处理, 工业污水处理",,执行中,0,0,0,0,0,0,2,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-11-01 00:00:00,2023-08-09 00:00:00,2024-10-25 00:00:00,2025-03-30 00:00:00,2025-05-20 00:00:00,2025-06-30 00:00:00,2023-11-01 00:00:00,2023-08-09 00:00:00,,,,,,,投标增量,,,,0,0,,,,,2025-06-30 00:00:00,2,2,2,0,6,0,0,0,0,0,0,0,0,0,50,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,2024-06-30 00:00:00,2024-06-30 00:00:00,2024-06-30 00:00:00,,,,,,,,,否,YXCSH2023307,,,,,,,,否,是,,,,OM,,,服务,委托运营,,委托运营项目,,,,,,,8,,2023,Q3
45,计划,河南省郑州市巩义市第一污水处理厂提标改造TOT项目,3方案策划,东部大区,郑州业务区,,C,污水,",,市政污水处理",,执行中,0,,,,,,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-11-29 00:00:00,2024-06-30 00:00:00,2024-08-26 00:00:00,2024-10-23 00:00:00,2024-11-11 00:00:00,2024-11-30 00:00:00,2023-11-29 00:00:00,,,,,,,,投标增量,,,,9.69,13.96,,,,,2024-11-30 00:00:00,4,4,4,3,15,0,0,0,0,790.47,0,0,0,0,0,0,0,790.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,北控水务（中国）投资有限公司,2024-03-22 00:00:00,,,,,,,,,,,,,,,,,,,,2022-10-12 00:00:00,2023-10-26 00:00:00,2024-05-06 00:00:00,,,,,,,,,否,YXXS2023112000514,,,,,,,,,否,,,,TOT,2类-存带增,,,,,重投二类TOT项目,,,,,,,,,2023,Q3
