,Status,Entity_Name,Current_Stage,Region,Regional_Company,Incorporated_Company,Project_Level,Format_1,Format_2,Investment,Project_Obtain,Total_Investment,WFCZ_Amount,QYRZ_Amount,ZFCZ_Amount,XMRZ_Amount,QTZJLY_Amount,WS_HTGM,WS_JQGM,WS_JQZTGM,WS_JQTZ,WS_XYSJ,GS_HTGM,GS_JQGM,GS_JQZTGM,GS_JQTZ,GS_YJGDGQBL,GS_XYSJ,GW_HTGM,GW_JQGM,GW_JQZTGM,GW_JQTZ,GW_KYXFWF,GW_JCQYFWFDJ,GW_YWFWFDJ,WN_HTGM,WN_JQGM,WN_JQZTGM,WN_JQTZ,WN_XYNJ,ZSS_HTGM,ZSS_JQGM,ZSS_JQZTGM,ZSS_JQTZ,ZSS_XYSJ,Other_GM,Clue,Time_YXXSJH,Time_LXJH,Time_FACHJH,Time_TBJH,Time_ZSPSJH,Time_HTQYJH,Time_YXXSSJWC,Time_LXSJWC,Time_FACHSJWC,Time_TBSJWC,Time_ZSPSSJWC,Time_HTQYSJWC,TZZT,TZZT_Description,Increment_Type,LHTQTR,ZCZBJBL,Total_CGB,QTZ,XMZYZJ,YN_JJTZ,HHJJ_CGBL,BEWG_CGBL,Time_ZB,Time_QY,Amount_TZ_Q1,Amount_TZ_Q2,Amount_TZ_Q3,Amount_TZ_Q4,Amount_TZ_Total,YJJNZCZBJ_M1,YJJNZCZBJ_M2,YJJNZCZBJ_M3,YJJNZCZBJ_M4,YJJNZCZBJ_M5,YJJNZCZBJ_M6,YJJNZCZBJ_M7,YJJNZCZBJ_M8,YJJNZCZBJ_M9,YJJNZCZBJ_M10,YJJNZCZBJ_M11,YJJNZCZBJ_M12,YJJNZCZBJ_Total,ZRKZFJH_M1,ZRKZFJH_M2,ZRKZFJH_M3,ZRKZFJH_M4,ZRKZFJH_M5,ZRKZFJH_M6,ZRKZFJH_M7,ZRKZFJH_M8,ZRKZFJH_M9,ZRKZFJH_M10,ZRKZFJH_M11,ZRKZFJH_M12,ZRKZFJH_Total,Amount_BZJ,ZFZTDW,Time_YJZF,Time_YJHS,Amount_CZKS_Total,JSQFKKS_Q1,JSQFKKS_Q2,JSQFKKS_Q3,JSQFKKS_Q4,JSQFKKS_Total,JSQFKZJLY_TotalAmount,JSQFKZJLY_WFCZ,JSQFKZJLY_QYRZ,JSQFKZJLY_ZFCZ,JSQFKZJLY_XMJK,JSQFKZJLY_QT,GZKZJLY_TotalAmount,GZKZJLY_WFCZ,GZKZJLY_QYRZ,GZKZJLY_ZFCZ,GZKZJLY_XMJK,GZKZJLY_QT,Time_GCKG,Time_WGYS,Time_ZSY,Amount_TPNKXMZTZ,Amount_YLFZB,TXJYQ,HTBDGM,Price_DS,Cost_DS,Amount_QTFDS_Revenue,Amount_QTFDS_Cost,Projects_Launched_Year,Entity_Investment,TXKZJLY_TotalAmount,TXKZJLY_WFCZ,TXKZJLY_QYRZ,TXKZJLY_ZFCZ,TXKZJLY_XMJK,TXKZJLY_QT,BG_Amount,YN_ZRQHPT,YN_QZC,WN_HTSR,GLHT_DWQC,GLHT_CGBL,Heavy_Asset_Investment_Model,Classification_of_Heavy_Assets,Light_Asset_Investment_Model,Light_Asset_Business_Model,Secondary_Service_Model,Secondary_Product_Model,Model_Description,Construction_Type,RENEWAL,CON_SIZE,REC_SIZE,ROE,ANN_CONT_REV,OPE_PERIOD,PRP_SOURCE,Year,Scenario
262,否,山西省朔州市怀仁市环卫项目,1市场阶段,东部大区,太原区域公司,,C,环卫,",,",,执行中,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XS2024030700804,,2024-07-10 00:00:00,2024-07-18 00:00:00,2024-09-12 00:00:00,2024-09-30 00:00:00,2024-10-20 00:00:00,2024-04-03 11:32:27,,,2024-09-20 00:00:00,,,,,投标增量,,,,6,8,,,,2024-09-20 00:00:00,2024-10-20 00:00:00,1,1,12,12,26,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,是,YXXS2024030700804,,,,,,,,,是,,,,,,OM,服务,委托运营,,,,,,,,,3,,2023,Q3
263,否,重庆重庆市云阳县县城污水处理厂迁（扩）建项目,2立项策划,西部大区,西部大区,,C,污水,",,市政污水处理",,已终止,5.8079,,,,,,6,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,XS2023112100564,2023-05-31 00:00:00,2023-06-16 00:00:00,2024-06-28 00:00:00,2025-01-30 00:00:00,2025-03-29 00:00:00,2025-06-30 00:00:00,2023-11-29 00:00:00,,,,,,,,投标增量,,,,7,0,,,,,2025-06-30 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,否,YXXS2023112100564,,,,,,,,,是,,,,,,OM,服务,委托运营,,,,,,,,,30,,2023,Q3
264,实际,四川省宜宾市三江新区临港第二污水处理厂委托运维项目,60,西部大区,宜宾区域公司,,A,污水,",,市政污水处理, 工业污水处理",,已完成（已签约）,0,0,0,71084.99,0,0,5,2.5,0,0,2.46,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,2023-05-31 00:00:00,2023-08-16 00:00:00,2023-09-04 00:00:00,2023-09-10 00:00:00,2023-08-28 00:00:00,2023-10-30 00:00:00,2023-04-28 00:00:00,2023-08-16 00:00:00,2023-08-29 00:00:00,2023-09-10 00:00:00,2023-09-19 00:00:00,2023-12-06 00:00:00,北控水务（中国）投资有限公司,,投标增量,,100,100,0,0,否,,,2023-09-10 00:00:00,2023-10-30 00:00:00,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,,0,0,否,YXCSH2023220,0,0,0,0,0,0,,否,是,,,,OM,,OM,服务,委托运营,,委托我方运营,新建,,,,,,5,,2023,Q3
265,实际,津市市白龙潭供水厂扩容工程,60,南部大区,常德区域公司,,C,供水,"水司, 水司(主营业务),,",,已完成（已签约）,0.3589,,,,,,0,0,0,,,14.4,2.5,2.5,,,,0,0,,,,,,0,0,0,,,0,0,,,,0,,,2023-07-12 00:00:00,2023-07-28 00:00:00,,2023-09-04 00:00:00,2023-09-15 00:00:00,,,,,,,,,非投标增量,,,,7,7,,,,,2023-09-15 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,是,YXCSH2023305,,,,,,,,,否,,,,ROT,1类-保履约,,,,,,,,,,,,,,2023,Q3
266,实际,津市市白龙潭供水厂扩容项目,60,南部大区,常德区域公司,,C,供水,"水司(主营业务),,",,已完成（已签约）,0.3275,,,,,,,,,,,2.9,2.9,5.8,,,,,,,,,,,,,,,,,,,,,,,2023-05-31 00:00:00,2023-07-13 00:00:00,2023-08-10 00:00:00,,2023-08-24 00:00:00,2023-09-12 00:00:00,,,,,,,,,非投标增量,,,,9.77,9.77,,,,,2023-09-12 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,是,YXCSH2023282,,,,,,,,,否,,,,ROT,1类-保履约,,,,,,,,,,,,,,2023,Q3
267,实际,永州市下河线污水处理厂扩能技改项目,60,南部大区,永州区域公司,永州市冷水滩区下河线污水处理厂,C,污水,",,市政污水处理",,已完成（已签约）,0.0185,185,0,0,0,0,5,5,5,185,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-01 00:00:00,2023-08-01 00:00:00,2023-08-01 00:00:00,2023-08-04 00:00:00,2023-08-07 00:00:00,,2023-08-01 00:00:00,2023-08-01 00:00:00,2023-08-01 00:00:00,2023-08-04 00:00:00,2023-08-07 00:00:00,永州市北控污水净化有限公司,永州市北控污水净化有限公司,非投标增量,,0,100,14,20,否,,,2023-08-01 00:00:00,2023-08-07 00:00:00,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1855,0,0,0,0,0,1855,,,,,,,,,,,185,185,0,0,0,0,0,0,0,0,0,0,,,,185,100,194,0,0.71,0.4,0,0,是,YXCSH2023127,0,0,0,0,0,0,,否,否,,,,ROT,1类-保履约,,,,,,扩建,,,,,,,,2023,Q3
268,实际,东莞市大朗镇黄麻岭排渠一体化污水处理厂委托运营,60,南部大区,莞惠区域公司,,B,污水,",,市政污水处理, 市政污水处理",,已完成（已签约）,0,0,0,0,0,0,2,2,0,0,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-20 00:00:00,2023-09-18 00:00:00,2023-10-15 00:00:00,2023-10-31 00:00:00,2023-11-28 00:00:00,2023-12-15 00:00:00,2023-06-20 00:00:00,2023-09-14 00:00:00,2023-10-10 00:00:00,2023-10-31 00:00:00,,,东莞市石龙黄家山越富水质净化有限公司,,非投标增量,,0,0,0,0,否,,,2023-10-31 00:00:00,2023-12-15 00:00:00,1,1.5,1.5,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,是,YXCSH2023304,0,0,0,0,0,0,,是,是,,,,OM,,OM,服务,委托运营,,,,,,,,,3,,2023,Q3
269,实际,普宁市普侨镇污水处理厂提标改造及配套管网建设工程项目,60,南部大区,深汕区域公司,,A,污水,",,市政污水处理, 市政污水处理",,已完成（已签约）,0,0,0,6743.68,0,0,0.35,0.35,0.35,6743.68,2.32,,,,,,,13.93,13.93,,4064.6,,,,,,,,,,,,,,无,,2023-04-01 00:00:00,2023-08-31 00:00:00,2023-10-15 00:00:00,2023-10-31 00:00:00,2023-12-08 00:00:00,2023-12-31 00:00:00,2023-04-21 00:00:00,2023-07-13 00:00:00,2023-09-29 00:00:00,2023-11-22 00:00:00,2023-12-21 00:00:00,2023-12-04 00:00:00,北控水务（中国）投资有限公司,单独成立项目公司承接本项目运营.,投标增量,北控水务（中国）投资有限公司,100,100,0,0,否,,,2023-11-22 00:00:00,2023-12-31 00:00:00,0.53,0.52,0,0,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,北控水务（中国）投资有限公司,2023-11-06 00:00:00,,,,,,,,6743.68,0,0,6743.68,0,0,0,0,0,0,0,0,2023-12-01 00:00:00,2025-03-31 00:00:00,2025-04-01 00:00:00,0,0,12,0.35,2.32,0.88,0,0,是,YXCSH2023153,0,0,0,0,0,0,,否,是,,"北控水务（中国）投资有限公司,中铁上海工程局集团市政环保工程有限公司,中誉设计有限公司","100,0,0",EPCO,,EPCO,"服务, 产品","工程设计, 工程建设, 委托运营",环保装备,EPCO模式，运营范围仅为厂、不含管网。,污水厂提标+配套管网新建；水厂运营。,,,,,,,,2023,Q3
270,实际,翟减沟污水处理政府购买服务项目,6项目签约,北部大区,北京业务区,,A,污水,",,市政污水处理",,已完成（已签约）,0,,,,,,1.5,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-31 00:00:00,2023-07-31 00:00:00,2023-08-31 00:00:00,2023-08-31 00:00:00,2023-09-30 00:00:00,,,,,,,,,,,,,,,,,,,2023-09-30 00:00:00,,,22,,22,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YXCSH2023281,,,,,,,,,,,,,OM,,,,,,地上临时处理设施，服务期2年，区水务局按季度支付委托运营费用,,,,,,,,,2023,Q3
271,实际,临沂高新区第二污水处理厂项目,6项目签约,东部大区,临沂区域公司,,,污水,",,市政污水处理",,已完成（已签约）,0,,,,,,6,3,0,,,0,0,0,,,,0,0,,,,,,0,0,0,,,0,0,,,,无,,2023-03-11 00:00:00,2023-03-11 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YXCSH2023242,,,,,,,,,,,,,OM,,,,,,,,,,,,,,,2023,Q3
272,实际,临沂高新区管网排查清淤检测项目,60,东部大区,临沂区域公司,,C,排水管网,",,",,已完成（已签约）,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,2023-06-01 00:00:00,2023-07-03 00:00:00,2023-08-31 00:00:00,2023-09-15 00:00:00,2023-12-29 00:00:00,,,,2023-08-31 00:00:00,,,,,投标增量,,,,0,0,,,,2023-08-31 00:00:00,2023-12-29 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,无,2023-08-30 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,是,YXCSH2023062,,,,,,,,,是,,,,,,其他,产品,,运营技术产品,EPC,,,,,,,0,,2023,Q3
273,实际,圣公山污水处理厂委托运营项目,60,东部大区,青岛区域公司,,A+,污水,",,市政污水处理",,已完成（已签约）,0,,,,,,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-24 00:00:00,2023-08-31 00:00:00,2023-08-31 00:00:00,2023-09-11 00:00:00,2023-10-08 00:00:00,,,,,,,,,投标增量,,,,0,0,,,,,2023-10-08 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,是,YXCSH2023060,,,,,,,,,是,,,,OM,,OM,服务,委托运营,,,,,,,,,5,,2023,Q3
274,实际,山东省青岛市崂山区沙子口污水处理厂二期,60,东部大区,烟威区域公司,青岛崂山北控水务有限公司,A+,污水,",,市政污水处理",,已完成（已签约）,5.39,21000,0,0,32900,0,5.5,2.75,2.75,53900,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-26 00:00:00,2023-04-26 00:00:00,2023-04-26 00:00:00,2023-08-01 00:00:00,2023-10-12 00:00:00,2023-11-02 00:00:00,2023-04-26 00:00:00,2023-03-18 00:00:00,2023-04-26 00:00:00,,,,北控水务（中国）投资有限公司,中国投提供业绩、青岛环境提供外资,投标增量,北控水务（中国）投资有限公司,40,100,6.57,7.56,否,0,0,,2023-11-02 00:00:00,0,0,0,0,0,0,0,21000,0,0,0,0,0,0,0,0,0,21000,0,0,0,0,0,0,0,0,0,0,0,0,0,,无,,,53900,21000,0,0,32900,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,否,YXCSH2023132,,,,,,,,,否,,,,BOT,3类-空白区域,,,,,无,,,,,,,,,2023,Q3
275,实际,徐州新城区污水厂一期提标及二期扩建委托运营项目,60,东部大区,北京建工环境,南望净水厂,A+,污水,",,市政污水处理",,已完成（已签约）,0,0,0,0,0,0,5,5,0,0,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-01 00:00:00,2023-06-01 00:00:00,2023-06-01 00:00:00,2023-06-01 00:00:00,2023-06-01 00:00:00,2023-06-15 00:00:00,,2023-06-01 00:00:00,2023-06-01 00:00:00,2023-06-01 00:00:00,2023-06-01 00:00:00,2023-06-15 00:00:00,其他,本项目不涉及投资,非投标增量,,0,0,0,0,否,,,2023-06-01 00:00:00,2023-06-15 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,12,0,0.98,0.89,0,0,是,YXCSH2023004,0,0,0,0,0,0,,否,是,,,,OM,,OM,服务,委托运营,,,委托运营,,,,,,1,,2023,Q3
276,实际,徐州西区污水处理厂一期提标及二期工程委托运营,60,东部大区,北京建工环境,,A+,污水,",,市政污水处理",,已完成（已签约）,0,,,,,,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-01 00:00:00,2023-06-01 00:00:00,2023-06-01 00:00:00,2023-06-01 00:00:00,2023-06-01 00:00:00,2023-07-15 00:00:00,,,,,,,,,非投标增量,,,,0,0,,,,,2023-07-15 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,是,YXCSH2023005,,,,,,,,,是,,,,OM,,OM,服务,委托运营,,,,,,,,,1,,2023,Q3
277,计划,山西省太原市再生水回供太原城区道路绿化项目,60,东部大区,太原区域公司,太原市再生水利用开发项目,B,再生水,",销售经营类ToB,",,已完成（已签约）,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,,0,2,,XS2023120800709,2023-12-12 00:00:00,2023-12-15 00:00:00,2023-12-20 00:00:00,2024-01-12 00:00:00,2023-12-22 00:00:00,2024-01-05 00:00:00,2023-12-12 00:00:00,2023-12-15 00:00:00,2023-12-18 00:00:00,2023-12-20 00:00:00,2023-12-22 00:00:00,2024-01-05 00:00:00,北控水务（中国）投资有限公司,,非投标增量,,20,99.93,0,0,否,,,2023-12-20 00:00:00,2024-01-05 00:00:00,0.97,0.97,1.45,1.45,4.84,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,无,2024-01-02 00:00:00,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-26 00:00:00,2024-12-03 00:00:00,2024-12-27 00:00:00,0,0,60,0.9,2,0.32,0,0,是,YXXS2023120800709,0,0,0,0,0,0,,否,是,,,,,,OM,服务,委托运营,,,其他,,,,,,5,,2023,Q3
278,实际,济南市高新区巨野河污水处理厂二期工程,60,东部大区,济南区域公司,,A+,污水,",,市政污水处理, 市政污水处理",,已完成（已签约）,0.98,,,,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-06 00:00:00,2023-05-13 00:00:00,2023-05-31 00:00:00,2023-06-20 00:00:00,2023-06-30 00:00:00,,,,,,,,,投标增量,,,,7.06,9.4,,,,,2023-06-30 00:00:00,1.5,1.5,1.5,1.5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,是,YXCSH2023122,,,,,,,,,否,,,,BOT,1类-保履约,,,,,,,,,,,,,,2023,Q3
279,实际,四川省成都市彭州市第一污水处理厂再生水回用项目,6项目签约,西部大区,蓉北区域公司,彭州市第一污水处理厂,A,再生水,",销售经营类ToB,",,已终止,0,,,,,,2,2,0,,,,,,,,,,,,,,,,,,,,,2,2,,,0.24,,YXCSH2023183,2023-04-28 00:00:00,2023-06-16 00:00:00,2024-04-30 00:00:00,2024-05-30 00:00:00,2024-06-30 00:00:00,2023-08-31 00:00:00,2023-04-28 00:00:00,,,,,,,,非投标增量,,,,10,10,,,,,2023-08-31 00:00:00,0.1,0.1,0.1,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,是,YXCSH2023183,,,,,,,,,是,,,,OM,,OM,服务,委托运营,,政府拥有的污水处理设施委托我方负责运营,,,,,,,3,,2023,Q3
280,实际,海淀区稻香湖再生水厂再生水销售项目,6项目签约,北部大区,北京业务区,稻香湖再生水厂,A+,再生水,",销售经营类ToB,",,已终止,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,0,0,,,,,,0,0,0,,,2,2,,0,1,0,,2023-06-30 00:00:00,2023-09-30 00:00:00,2023-10-31 00:00:00,2023-12-20 00:00:00,2023-12-31 00:00:00,2023-12-31 00:00:00,2023-06-29 00:00:00,2023-08-31 00:00:00,2023-10-30 00:00:00,2023-10-30 00:00:00,2023-10-31 00:00:00,2023-11-27 00:00:00,北京稻香水质净化有限公司,项目公司,非投标增量,,30,64.41,0,0,否,,,2023-10-30 00:00:00,2023-12-31 00:00:00,1.5,1.5,1.5,1.5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,不涉及,2023-11-27 00:00:00,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2023-07-01 00:00:00,2023-07-01 00:00:00,2023-07-01 00:00:00,0,0,18,0,1,0,0,0,是,YXCSH2023293,0,0,0,0,0,0,,否,是,,,,售水,,其他,服务,委托运营,,再生水销售,不涉及建设,,,,,,1.5,,2023,Q3
281,实际,华润电力再生水供水合同,6项目签约,北部大区,锦州区域公司,锦州市北控联合污水处理厂,A+,再生水,",销售经营类ToB,",,已完成（已签约）,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,6,6,,0,1.93,,YXCSH2023278,2023-06-15 00:00:00,2024-03-31 00:00:00,2024-06-03 00:00:00,2023-09-30 00:00:00,2024-06-10 00:00:00,2024-06-28 00:00:00,2023-06-15 00:00:00,2024-01-01 00:00:00,2024-01-19 00:00:00,2023-09-30 00:00:00,2024-01-26 00:00:00,2024-02-01 00:00:00,北控水务（中国）投资有限公司,锦州市北控水务有限公司,非投标增量,不涉及,20,80,0,0,,,,2023-09-30 00:00:00,2024-06-28 00:00:00,1.75,1.75,1.75,1.75,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,不涉及,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-12-31 00:00:00,2023-12-31 00:00:00,2023-12-31 00:00:00,0,0,0,0,,0,0,0,是,YXCSH2023278,0,0,0,0,0,0,,,是,,,,售水,,其他,服务,委托运营,,无,其他,,,,,,1,,2023,Q3
282,实际,江苏省苏州市昆山市城市粪便处理场委托运营项目,2立项策划,东部大区,北京建工环境,,A+,污水,",,市政污水处理",,已完成（已签约）,0,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,XS2023121400718,,2023-12-15 00:00:00,2023-12-15 00:00:00,2023-12-15 00:00:00,2023-12-15 00:00:00,2023-12-30 00:00:00,2023-12-15 16:10:15,,,,,,,,非投标增量,,,,0,0,,,,,2023-12-30 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,是,YXXS2023121400718,,,,,,,,,是,,,,,,,服务,委托运营,,,,,,,,,,,2023,Q3
283,否,海南海口威立雅水务股权并购项目,4中标策划,市场投资中心(部门),投资发展部,,A,供水,"水司,,",,已终止,6.2,6.2,0,0,0,0,,,,,,86,,86,0,,,,,,,,,,,,,,,,,,,,,,,2023-04-01 00:00:00,2023-04-15 00:00:00,2023-11-30 00:00:00,2023-06-10 00:00:00,2023-06-30 00:00:00,,2023-04-21 00:00:00,,,,,北控水务（中国）投资有限公司,,并购增量,不涉及,0,0,0,0,否,0,0,,2023-06-30 00:00:00,10,10,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,不涉及,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,YXCSH2023161,0,0,0,0,0,0,,,,,,,并购,,,,,,并购,,,,,,,,,2023,Q3
284,否,信达-桑德资产包股权收购项目,3方案策划,市场投资中心(部门),投资发展部,,A,污水,",,市政污水处理",,已终止,,,,,,,65.82,47.82,47.82,,,8,4,4,,,,,,,,,,,,,,,,,,,,,,,,2023-04-28 00:00:00,2023-05-19 00:00:00,2023-06-15 00:00:00,2023-06-23 00:00:00,2023-06-30 00:00:00,,,,,,,,,并购增量,,,,7,,,,,,2023-06-30 00:00:00,5,30,20,5,60,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YXCSH2023029,,,,,,,,,,,,,OM,,,,,,资产股权收购,,,,,,,,,2023,Q3
285,否,华衍水务股权并购项目,,市场投资中心(部门),永州区域公司,,,供水,"水司,,",,已终止,,,,,,,,,,,,378,,290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YXCSH2023162,,,,,,,,,,,,,并购,,,,,,,,,,,,,,,2023,Q3
286,实际,台州黄岩宁溪污水处理厂委托运营项目,6项目签约,东部大区,台州区域公司,台州黄岩北控环保有限公司,A+,污水,",,市政污水处理, 市政污水处理",,已完成（已签约）,0,,,,,,0.5,0.5,0,0,2.55,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,2023-05-12 00:00:00,2024-05-30 00:00:00,2024-07-26 00:00:00,2024-09-22 00:00:00,2024-10-30 00:00:00,2024-10-30 00:00:00,2023-05-12 00:00:00,2023-05-12 00:00:00,2023-05-12 00:00:00,2023-05-12 00:00:00,2023-05-12 00:00:00,2023-05-12 00:00:00,北控中科成环保集团有限公司,,投标增量,,,,0,0,,,0,2023-05-12 00:00:00,2024-10-30 00:00:00,0.2,0.6,0.7,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,是,YXCSH2023215,,,,,,,,,是,,,,OM,,OM,服务,委托运营,,委托运营,,,,,,,5,,2023,Q3
287,计划,山东省青岛市胶州市上合示范区泵站及管网委托运营项目,60,东部大区,烟威区域公司,青岛环海北控水务有限公司,A+,"排水管网, 污泥",",,",,已完成（已签约）,0,0,0,0,0,0,,,,,,,,,,,,320,320,,0,0,0,2.25,41,41,0,0,286,,,,,,,XS2024031500843,2024-03-26 00:00:00,2024-03-31 00:00:00,2024-04-30 00:00:00,2024-07-16 00:00:00,2024-07-26 00:00:00,2024-08-16 00:00:00,2024-03-26 00:00:00,2024-03-31 00:00:00,,2024-07-16 00:00:00,,2024-09-05 00:00:00,北控水务（中国）投资有限公司,,投标增量,,0,100,12.41,0,否,,,2024-07-16 00:00:00,2024-08-16 00:00:00,0,0,12.8,0,12.8,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,无,2024-07-16 00:00:00,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2024-09-06 00:00:00,2024-09-06 00:00:00,2024-07-31 00:00:00,0,0,,,,,0,0,是,YXXS2024031500843,0,0,0,0,0,0,,是,是,429,,,,,OM,服务,委托运营,,政府采购服务,无建设内容,,,,,,3,,2023,Q3
288,计划,山西省太原市武宿机场再生水回用项目,3方案策划,东部大区,太原区域公司,,C,再生水,",销售经营类ToB,",,执行中,0.098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.2,,,,,XS2024030700806,2024-03-18 00:00:00,2024-08-22 00:00:00,2024-09-12 00:00:00,2024-07-01 00:00:00,2024-11-11 00:00:00,2024-12-27 00:00:00,2024-03-18 00:00:00,,,,,,,,非投标增量,,,,7,7,,,,,2024-12-27 00:00:00,0.36,0.36,0.54,0.54,1.8,0,0,0,0,0,0,0,0,0,0,0,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,是,YXXS2024030700806,,,,,,,,,是,,,,BOT,1类-保履约,OM,服务,委托运营,,,,,,,,,21,,2023,Q3
